TRAFFIC_VOL_COLLECTION_POINT;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053
116BSP2490_2;40857;41192;42063;44856;47778;50933;52062;53299;54609;55979;57405;58860;60315;61759;63200;64646;66107;67585;69082;70600;72139;73697;75276;76873;78489;80123;81773;83440;85121;86815;88522;90239;91966;93701;95444;97193
116BSP2490_1;102691;103516;105661;109756;112633;115640;116882;119608;122400;125272;128220;131223;134255;137306;140383;143493;146643;149836;153072;156352;159676;163041;166448;169894;173378;176899;180453;184040;187657;191302;194970;198661;202369;206095;209835;213585
116BSP2490_1;102691;103516;105661;109756;112633;115640;116882;119608;122400;125272;128220;131223;134255;137306;140383;143493;146643;149836;153072;156352;159676;163041;166448;169894;173378;176899;180453;184040;187657;191302;194970;198661;202369;206095;209835;213585
116BSP2490_1;102691;103516;105661;109756;112633;115640;116882;119608;122400;125272;128220;131223;134255;137306;140383;143493;146643;149836;153072;156352;159676;163041;166448;169894;173378;176899;180453;184040;187657;191302;194970;198661;202369;206095;209835;213585
116BSP2490_1;102691;103516;105661;109756;112633;115640;116882;119608;122400;125272;128220;131223;134255;137306;140383;143493;146643;149836;153072;156352;159676;163041;166448;169894;173378;176899;180453;184040;187657;191302;194970;198661;202369;206095;209835;213585
116BSP2510;40056;40378;41215;43798;45135;46572;46215;47313;48446;49631;50863;52119;53375;54621;55864;57112;58371;59645;60936;62243;63567;64908;66265;67638;69026;70429;71845;73274;74715;76167;77629;79099;80577;82061;83551;85045
116BSP2510m;53844;54270;54686;55089;55479;55855;56217;56564;56897;57214;57516;57802;58072;58327;58565;58788;58994;59184;59358;59516;59658;59783;59893;59987;60066;60129;60178;60211;60229;60233;60221;60196;60155;60155;60155;60155
116BSP2520_2;40052;40374;41211;43530;44534;45620;45221;46289;47387;48530;49713;50920;52129;53335;54542;55756;56982;58224;59481;60755;62046;63353;64676;66015;67368;68735;70115;71508;72913;74328;75753;77186;78626;80072;81525;82981
116BSP2520_2m;78656;79279;79886;80475;81045;81595;82123;82630;83116;83579;84020;84438;84833;85205;85553;85878;86179;86457;86712;86942;87149;87333;87493;87631;87745;87838;87909;87957;87984;87989;87973;87935;87876;87876;87876;87876
116BSP2520_1;40475;40802;41654;43991;45014;46118;45739;46826;47945;49109;50314;51542;52775;54004;55234;56473;57724;58991;60275;61576;62894;64228;65580;66947;68330;69727;71138;72562;73998;75445;76902;78367;79841;81321;82807;84297
116BSP2520_1;40475;40802;41654;43991;45014;46118;45739;46826;47945;49109;50314;51542;52775;54004;55234;56473;57724;58991;60275;61576;62894;64228;65580;66947;68330;69727;71138;72562;73998;75445;76902;78367;79841;81321;82807;84297
116BSP2520_1m;307557;309994;312367;314671;316900;319047;321112;323096;324995;326808;328531;330165;331710;333164;334526;335796;336974;338060;339055;339957;340766;341484;342111;342649;343098;343460;343736;343925;344030;344049;343986;343838;343606;343606;343606;343606
116BSP2530;40404;40731;41581;43811;44050;44340;43339;44364;45429;46542;47700;48882;50062;51234;52402;53575;54758;55955;57168;58396;59640;60900;62176;63466;64771;66089;67420;68763;70118;71483;72857;74239;75628;77024;78424;79829
116BSP2530m;417933;421245;424470;427600;430629;433547;436354;439049;441630;444093;446435;448655;450754;452731;454582;456307;457908;459384;460736;461961;463061;464037;464889;465619;466230;466722;467096;467354;467496;467523;467436;467236;466921;466921;466921;466921
116BSP2530;40404;40731;41581;43811;44050;44340;43339;44364;45429;46542;47700;48882;50062;51234;52402;53575;54758;55955;57168;58396;59640;60900;62176;63466;64771;66089;67420;68763;70118;71483;72857;74239;75628;77024;78424;79829
116BSP2530;40404;40731;41581;43811;44050;44340;43339;44364;45429;46542;47700;48882;50062;51234;52402;53575;54758;55955;57168;58396;59640;60900;62176;63466;64771;66089;67420;68763;70118;71483;72857;74239;75628;77024;78424;79829
